ano,mes,data,regiao,uf,cidade,temperatura_media,temperatura_maxima,temperatura_minima,chuva_mm,umidade,velocidade_vento,eventos_extremos,nivel_alerta
2016,7,2016-07-01,Sudeste,SP,Ribeirão Preto,20.7,27.7,14.4,129.0,64.4,15.8,1,Crítico
2016,7,2016-07-01,Sudeste,RJ,Rio de Janeiro,22.3,29.5,16.6,130.8,52.4,7.3,2,Alto
2016,7,2016-07-01,Sudeste,RJ,Niterói,23.0,29.5,16.8,142.8,48.1,29.5,2,Alto
2016,7,2016-07-01,Sudeste,RJ,Nova Iguaçu,23.1,28.7,19.5,57.1,78.2,18.4,3,Crítico
2016,7,2016-07-01,Sudeste,RJ,Petrópolis,23.5,29.9,20.5,43.6,35.8,13.1,0,Alto
2016,7,2016-07-01,Sudeste,MG,Belo Horizonte,23.8,29.7,18.2,225.4,50.8,9.2,2,Crítico
2016,7,2016-07-01,Sudeste,MG,Uberlândia,25.5,30.4,18.7,166.8,90.3,10.4,1,Médio
2016,7,2016-07-01,Sudeste,MG,Juiz de Fora,23.2,28.1,16.4,145.7,71.8,19.6,2,Baixo
2016,7,2016-07-01,Sudeste,ES,Vitória,30.6,37.3,24.3,160.8,46.0,19.2,1,Crítico
2016,7,2016-07-01,Sudeste,ES,Vila Velha,22.3,27.7,17.6,114.1,73.3,22.2,4,Alto
2016,7,2016-07-01,Sudeste,ES,Serra,27.1,32.4,21.6,27.7,77.8,14.7,2,Médio
2016,7,2016-07-01,Sul,PR,Curitiba,16.1,23.8,9.3,69.9,46.5,8.8,1,Alto
2016,7,2016-07-01,Sul,PR,Londrina,27.1,34.4,23.5,117.5,96.7,17.1,5,Médio
2016,7,2016-07-01,Sul,SC,Florianópolis,23.0,29.1,17.7,122.6,66.6,28.4,0,Médio
2016,7,2016-07-01,Sul,SC,Joinville,26.5,30.6,22.3,95.6,88.0,20.0,1,Alto
2016,7,2016-07-01,Sul,RS,Porto Alegre,21.1,26.3,17.3,111.5,43.8,33.1,1,Crítico
2016,7,2016-07-01,Sul,RS,Caxias do Sul,27.7,31.4,23.1,122.2,79.2,30.4,2,Baixo
2016,8,2016-08-01,Norte,AM,Manaus,23.4,26.8,16.6,295.6,53.0,5.7,3,Médio
2016,8,2016-08-01,Norte,PA,Belém,16.1,20.4,12.0,57.1,42.4,3.1,1,Crítico
2016,8,2016-08-01,Norte,PA,Santarém,25.3,31.2,20.7,44.8,62.1,10.4,3,Alto
2016,8,2016-08-01,Norte,RO,Porto Velho,30.4,34.2,24.7,63.5,70.4,34.6,0,Médio
2016,8,2016-08-01,Norte,TO,Palmas,21.8,27.1,16.8,59.4,94.5,28.9,2,Crítico
2016,8,2016-08-01,Nordeste,BA,Salvador,28.7,32.1,25.4,41.0,94.9,22.5,4,Crítico
2016,8,2016-08-01,Nordeste,BA,Feira de Santana,23.8,28.8,19.3,22.5,86.3,23.4,2,Alto
2016,8,2016-08-01,Nordeste,PE,Recife,28.2,32.8,24.9,62.2,56.0,9.2,3,Médio
2016,8,2016-08-01,Nordeste,PE,Jaboatão dos Guararapes,32.2,39.8,27.4,167.8,46.4,15.8,2,Baixo
2016,8,2016-08-01,Nordeste,CE,Fortaleza,24.9,30.0,21.3,56.3,73.3,24.2,0,Médio
2016,8,2016-08-01,Nordeste,CE,Juazeiro do Norte,18.8,23.6,15.7,74.2,76.4,27.5,4,Médio
2016,8,2016-08-01,Nordeste,MA,São Luís,22.4,26.9,15.4,30.3,40.9,23.8,1,Crítico
2016,8,2016-08-01,Nordeste,PB,João Pessoa,25.3,33.3,18.5,42.9,75.8,25.6,1,Baixo
2016,8,2016-08-01,Centro-Oeste,DF,Brasília,22.3,25.4,17.5,217.1,92.3,19.9,1,Crítico
2016,8,2016-08-01,Centro-Oeste,GO,Goiânia,22.0,25.5,16.5,29.2,50.1,9.2,0,Crítico
2016,8,2016-08-01,Centro-Oeste,GO,Aparecida de Goiânia,30.3,34.2,27.0,191.8,74.9,31.4,1,Alto
2016,8,2016-08-01,Centro-Oeste,MT,Cuiabá,22.5,27.4,18.9,147.4,79.6,8.4,2,Baixo
2016,8,2016-08-01,Centro-Oeste,MS,Campo Grande,21.0,28.4,17.3,88.1,41.4,24.8,4,Médio
2016,8,2016-08-01,Sudeste,SP,São Paulo,22.4,25.5,19.2,196.9,74.8,3.6,0,Alto
2016,8,2016-08-01,Sudeste,SP,Campinas,25.6,32.8,22.6,118.1,83.1,17.2,1,Crítico
2016,8,2016-08-01,Sudeste,SP,Ribeirão Preto,30.7,34.1,26.8,103.1,93.1,25.2,1,Crítico
2016,8,2016-08-01,Sudeste,RJ,Rio de Janeiro,30.6,37.7,24.3,77.9,57.6,12.2,1,Médio
2016,8,2016-08-01,Sudeste,RJ,Niterói,27.9,31.4,24.7,145.7,36.7,29.7,4,Médio
2016,8,2016-08-01,Sudeste,RJ,Nova Iguaçu,19.7,25.6,15.6,179.0,76.2,21.3,6,Médio
2016,8,2016-08-01,Sudeste,RJ,Petrópolis,24.8,28.0,18.2,31.9,81.8,3.3,1,Baixo
2016,8,2016-08-01,Sudeste,MG,Belo Horizonte,26.4,31.3,21.1,72.7,81.6,18.0,1,Crítico
2016,8,2016-08-01,Sudeste,MG,Uberlândia,23.1,27.0,18.8,69.6,94.2,21.1,2,Crítico
2016,8,2016-08-01,Sudeste,MG,Juiz de Fora,22.5,26.6,18.5,75.2,72.2,9.2,1,Médio
2016,8,2016-08-01,Sudeste,ES,Vitória,27.7,35.0,23.8,196.0,41.5,30.7,1,Crítico
2016,8,2016-08-01,Sudeste,ES,Vila Velha,23.2,27.1,17.9,28.1,86.5,31.5,2,Baixo
2016,8,2016-08-01,Sudeste,ES,Serra,23.8,29.2,20.3,87.9,64.1,27.2,0,Médio
2016,8,2016-08-01,Sul,PR,Curitiba,23.7,31.3,19.2,235.9,40.6,12.9,3,Médio
2016,8,2016-08-01,Sul,PR,Londrina,25.0,29.7,20.1,11.6,89.0,32.6,2,Baixo
2016,8,2016-08-01,Sul,SC,Florianópolis,22.6,30.2,15.6,191.5,58.5,16.4,4,Alto
2016,8,2016-08-01,Sul,SC,Joinville,25.2,29.2,21.6,202.8,45.0,23.2,1,Baixo
2016,8,2016-08-01,Sul,RS,Porto Alegre,31.6,37.4,26.9,37.6,92.1,22.3,2,Alto
2016,8,2016-08-01,Sul,RS,Caxias do Sul,19.6,23.0,16.3,94.0,54.9,22.9,1,Baixo
2016,9,2016-09-01,Norte,AM,Manaus,25.5,28.6,20.0,65.0,43.8,6.6,1,Alto
2016,9,2016-09-01,Norte,PA,Belém,28.4,34.5,22.5,188.2,80.2,24.1,2,Crítico
2016,9,2016-09-01,Norte,PA,Santarém,26.8,32.1,23.2,179.9,97.2,12.4,1,Baixo
2016,9,2016-09-01,Norte,RO,Porto Velho,16.2,23.8,11.2,136.7,91.5,31.0,2,Crítico
2016,9,2016-09-01,Norte,TO,Palmas,23.4,27.6,16.7,91.1,97.7,2.5,4,Médio
2016,9,2016-09-01,Nordeste,BA,Salvador,30.1,33.3,24.2,168.0,73.0,12.6,2,Baixo
2016,9,2016-09-01,Nordeste,BA,Feira de Santana,27.2,32.0,24.2,123.5,84.8,28.9,2,Médio
2016,9,2016-09-01,Nordeste,PE,Recife,20.8,25.8,16.6,119.6,89.2,26.9,2,Médio
2016,9,2016-09-01,Nordeste,PE,Jaboatão dos Guararapes,25.8,32.7,19.8,55.6,79.3,18.4,4,Baixo
2016,9,2016-09-01,Nordeste,CE,Fortaleza,25.5,32.4,19.1,81.2,92.1,22.1,3,Médio
2016,9,2016-09-01,Nordeste,CE,Juazeiro do Norte,23.2,29.4,17.9,96.9,74.4,22.8,1,Crítico
2016,9,2016-09-01,Nordeste,MA,São Luís,21.0,25.9,14.8,259.9,42.5,33.0,4,Baixo
2016,9,2016-09-01,Nordeste,PB,João Pessoa,27.9,32.5,23.5,150.1,50.1,25.8,1,Crítico
2016,9,2016-09-01,Centro-Oeste,DF,Brasília,25.0,29.7,20.1,273.8,58.8,30.6,1,Baixo
2016,9,2016-09-01,Centro-Oeste,GO,Goiânia,26.3,33.0,19.4,60.6,95.8,10.0,3,Crítico
2016,9,2016-09-01,Centro-Oeste,GO,Aparecida de Goiânia,22.3,25.5,16.4,154.0,75.4,30.4,0,Médio
2016,9,2016-09-01,Centro-Oeste,MT,Cuiabá,26.3,34.0,21.5,66.6,96.0,12.5,1,Médio
2016,9,2016-09-01,Centro-Oeste,MS,Campo Grande,27.4,35.1,22.9,67.7,40.9,26.0,2,Alto
2016,9,2016-09-01,Sudeste,SP,São Paulo,24.4,30.8,19.7,65.0,45.2,26.6,1,Crítico
2016,9,2016-09-01,Sudeste,SP,Campinas,22.5,28.3,18.5,115.1,85.0,3.1,4,Alto
2016,9,2016-09-01,Sudeste,SP,Ribeirão Preto,25.8,30.1,22.8,105.1,37.1,30.5,1,Alto
2016,9,2016-09-01,Sudeste,RJ,Rio de Janeiro,23.7,27.7,18.8,58.2,60.9,5.8,2,Crítico
2016,9,2016-09-01,Sudeste,RJ,Niterói,21.6,28.1,15.1,55.8,52.8,21.6,3,Baixo
2016,9,2016-09-01,Sudeste,RJ,Nova Iguaçu,23.2,31.0,17.5,52.0,50.8,32.9,2,Alto
2016,9,2016-09-01,Sudeste,RJ,Petrópolis,23.7,28.3,19.6,33.9,96.5,24.6,5,Baixo
2016,9,2016-09-01,Sudeste,MG,Belo Horizonte,26.1,29.8,19.4,165.4,80.3,13.8,1,Baixo
2016,9,2016-09-01,Sudeste,MG,Uberlândia,23.3,29.8,19.1,24.9,43.9,14.3,3,Médio
2016,9,2016-09-01,Sudeste,MG,Juiz de Fora,26.8,34.2,20.2,197.8,74.4,27.5,1,Baixo
2016,9,2016-09-01,Sudeste,ES,Vitória,19.3,26.2,13.2,53.9,41.9,3.4,5,Médio
2016,9,2016-09-01,Sudeste,ES,Vila Velha,30.6,35.5,25.5,234.4,79.9,8.3,1,Baixo
2016,9,2016-09-01,Sudeste,ES,Serra,25.5,31.6,20.1,21.2,96.9,8.7,0,Alto
2016,9,2016-09-01,Sul,PR,Curitiba,23.4,30.5,20.0,123.3,68.9,13.8,5,Baixo
2016,9,2016-09-01,Sul,PR,Londrina,24.6,31.3,20.6,110.1,97.2,22.6,3,Crítico
2016,9,2016-09-01,Sul,SC,Florianópolis,32.7,40.7,28.2,8.7,70.4,27.4,2,Alto
2016,9,2016-09-01,Sul,SC,Joinville,25.6,29.1,19.2,179.6,96.1,34.0,1,Alto
2016,9,2016-09-01,Sul,RS,Porto Alegre,29.6,37.4,24.6,110.3,82.1,21.4,4,Crítico
2016,9,2016-09-01,Sul,RS,Caxias do Sul,20.3,26.7,16.3,106.1,41.1,25.3,0,Baixo
2016,10,2016-10-01,Norte,AM,Manaus,22.2,28.1,16.1,82.6,91.5,26.8,2,Crítico
2016,10,2016-10-01,Norte,PA,Belém,26.2,33.8,19.3,114.9,88.0,25.1,1,Médio
2016,10,2016-10-01,Norte,PA,Santarém,20.2,23.6,16.0,100.5,73.4,8.0,1,Baixo
2016,10,2016-10-01,Norte,RO,Porto Velho,21.2,25.6,15.9,53.7,60.7,29.3,4,Baixo
2016,10,2016-10-01,Norte,TO,Palmas,26.1,32.3,21.5,131.3,94.0,4.2,2,Alto
2016,10,2016-10-01,Nordeste,BA,Salvador,19.4,25.2,14.4,23.1,94.0,2.3,2,Médio
2016,10,2016-10-01,Nordeste,BA,Feira de Santana,29.0,32.8,24.4,230.6,85.6,31.3,3,Crítico
2016,10,2016-10-01,Nordeste,PE,Recife,24.0,27.5,20.5,62.0,72.7,30.0,5,Crítico
2016,10,2016-10-01,Nordeste,PE,Jaboatão dos Guararapes,31.8,37.1,25.8,106.4,87.3,12.2,2,Alto
2016,10,2016-10-01,Nordeste,CE,Fortaleza,18.7,26.3,15.1,46.7,43.7,27.8,0,Crítico
2016,10,2016-10-01,Nordeste,CE,Juazeiro do Norte,35.4,39.3,28.8,84.0,50.4,4.6,2,Baixo
2016,10,2016-10-01,Nordeste,MA,São Luís,29.9,34.6,24.1,146.4,81.4,16.8,0,Crítico
2016,10,2016-10-01,Nordeste,PB,João Pessoa,21.0,28.4,16.4,172.3,35.5,15.6,5,Médio
2016,10,2016-10-01,Centro-Oeste,DF,Brasília,23.4,26.9,18.3,61.0,47.6,3.3,2,Baixo
2016,10,2016-10-01,Centro-Oeste,GO,Goiânia,20.3,27.7,14.8,127.0,50.7,33.3,1,Alto
2016,10,2016-10-01,Centro-Oeste,GO,Aparecida de Goiânia,20.4,24.6,15.2,37.4,47.9,26.8,3,Alto
2016,10,2016-10-01,Centro-Oeste,MT,Cuiabá,24.0,27.5,17.8,101.5,67.1,32.7,2,Alto
2016,10,2016-10-01,Centro-Oeste,MS,Campo Grande,32.3,38.1,26.9,95.7,60.1,3.8,4,Crítico
2016,10,2016-10-01,Sudeste,SP,São Paulo,16.0,22.9,12.5,192.4,87.4,4.9,1,Crítico
2016,10,2016-10-01,Sudeste,SP,Campinas,17.1,22.9,11.2,83.7,92.4,8.3,2,Crítico
2016,10,2016-10-01,Sudeste,SP,Ribeirão Preto,29.9,35.0,24.2,31.8,39.8,32.9,2,Médio
2016,10,2016-10-01,Sudeste,RJ,Rio de Janeiro,24.8,29.8,21.2,174.7,50.6,21.6,2,Baixo
2016,10,2016-10-01,Sudeste,RJ,Niterói,25.6,31.1,20.6,43.1,65.9,13.7,2,Alto
2016,10,2016-10-01,Sudeste,RJ,Nova Iguaçu,23.1,28.3,17.5,75.5,58.0,29.4,4,Médio
2016,10,2016-10-01,Sudeste,RJ,Petrópolis,19.8,24.1,14.6,238.0,96.9,17.5,1,Baixo
2016,10,2016-10-01,Sudeste,MG,Belo Horizonte,27.3,32.6,21.3,180.9,84.6,6.0,3,Alto
2016,10,2016-10-01,Sudeste,MG,Uberlândia,29.5,34.4,24.8,24.5,41.6,32.2,3,Alto
2016,10,2016-10-01,Sudeste,MG,Juiz de Fora,24.6,27.6,21.3,80.7,36.3,7.3,3,Alto
2016,10,2016-10-01,Sudeste,ES,Vitória,28.5,31.7,25.5,66.8,35.5,34.7,2,Médio
2016,10,2016-10-01,Sudeste,ES,Vila Velha,31.6,38.8,28.2,134.0,93.4,24.0,0,Alto
2016,10,2016-10-01,Sudeste,ES,Serra,21.1,26.4,16.9,112.1,51.4,2.3,3,Baixo
2016,10,2016-10-01,Sul,PR,Curitiba,26.4,31.1,20.3,201.5,81.6,20.0,1,Alto
2016,10,2016-10-01,Sul,PR,Londrina,24.9,28.8,19.2,69.1,68.4,4.7,3,Crítico
2016,10,2016-10-01,Sul,SC,Florianópolis,22.1,29.4,15.3,179.0,76.1,29.6,1,Baixo
2016,10,2016-10-01,Sul,SC,Joinville,24.9,28.1,21.0,104.1,83.7,16.5,1,Alto
2016,10,2016-10-01,Sul,RS,Porto Alegre,32.8,37.1,29.7,145.6,93.8,32.3,0,Crítico
2016,10,2016-10-01,Sul,RS,Caxias do Sul,20.9,25.3,17.5,73.4,42.9,5.4,2,Médio
2016,11,2016-11-01,Norte,AM,Manaus,20.7,25.4,15.7,220.3,52.7,10.0,2,Alto
2016,11,2016-11-01,Norte,PA,Belém,25.8,31.9,21.0,89.8,42.8,9.2,0,Alto
2016,11,2016-11-01,Norte,PA,Santarém,30.7,33.9,27.5,155.5,51.8,30.5,2,Baixo
2016,11,2016-11-01,Norte,RO,Porto Velho,23.2,27.2,17.0,213.7,63.4,6.9,0,Crítico
2016,11,2016-11-01,Norte,TO,Palmas,27.9,33.9,21.3,197.5,38.0,29.0,2,Médio
2016,11,2016-11-01,Nordeste,BA,Salvador,21.9,26.2,15.9,121.3,68.8,16.2,3,Baixo
2016,11,2016-11-01,Nordeste,BA,Feira de Santana,26.1,29.5,19.7,28.9,74.8,29.6,0,Crítico
2016,11,2016-11-01,Nordeste,PE,Recife,26.4,32.1,19.7,80.1,87.0,34.2,2,Alto
2016,11,2016-11-01,Nordeste,PE,Jaboatão dos Guararapes,15.6,19.9,9.6,76.5,47.1,20.9,1,Alto
2016,11,2016-11-01,Nordeste,CE,Fortaleza,25.2,31.5,20.7,9.2,74.3,10.5,4,Médio
2016,11,2016-11-01,Nordeste,CE,Juazeiro do Norte,22.1,28.1,17.4,78.8,53.9,12.2,3,Alto
2016,11,2016-11-01,Nordeste,MA,São Luís,31.0,37.9,26.8,187.8,87.4,29.5,1,Crítico
2016,11,2016-11-01,Nordeste,PB,João Pessoa,26.1,33.6,20.9,45.0,58.5,24.5,3,Médio
2016,11,2016-11-01,Centro-Oeste,DF,Brasília,25.1,31.2,20.3,74.1,48.0,20.9,0,Crítico
2016,11,2016-11-01,Centro-Oeste,GO,Goiânia,23.0,26.4,17.5,148.2,61.6,29.6,2,Médio
2016,11,2016-11-01,Centro-Oeste,GO,Aparecida de Goiânia,20.7,26.1,16.9,114.6,50.3,13.0,1,Alto
2016,11,2016-11-01,Centro-Oeste,MT,Cuiabá,24.2,31.2,20.3,81.2,84.7,34.1,3,Médio
2016,11,2016-11-01,Centro-Oeste,MS,Campo Grande,24.3,31.6,19.8,67.9,50.2,4.1,3,Alto
2016,11,2016-11-01,Sudeste,SP,São Paulo,23.3,26.3,18.7,131.3,55.9,31.9,2,Alto
2016,11,2016-11-01,Sudeste,SP,Campinas,20.5,27.9,13.5,101.6,92.4,5.6,3,Alto
2016,11,2016-11-01,Sudeste,SP,Ribeirão Preto,21.0,26.0,15.2,31.0,88.3,11.0,0,Médio
2016,11,2016-11-01,Sudeste,RJ,Rio de Janeiro,36.4,40.3,32.0,121.1,40.0,18.6,2,Médio
2016,11,2016-11-01,Sudeste,RJ,Niterói,21.5,28.9,14.6,77.5,57.5,10.6,4,Crítico
2016,11,2016-11-01,Sudeste,RJ,Nova Iguaçu,17.8,24.9,12.8,72.0,71.9,31.2,3,Médio
2016,11,2016-11-01,Sudeste,RJ,Petrópolis,26.6,33.3,22.6,58.6,82.7,5.3,4,Crítico
2016,11,2016-11-01,Sudeste,MG,Belo Horizonte,19.0,23.1,12.1,99.8,36.7,25.2,3,Crítico
2016,11,2016-11-01,Sudeste,MG,Uberlândia,26.7,32.1,20.4,101.2,64.3,3.5,0,Alto
2016,11,2016-11-01,Sudeste,MG,Juiz de Fora,24.9,30.7,21.8,106.1,63.5,5.1,3,Alto
2016,11,2016-11-01,Sudeste,ES,Vitória,19.6,26.4,16.0,85.9,37.6,8.5,4,Alto
2016,11,2016-11-01,Sudeste,ES,Vila Velha,22.4,26.8,18.4,63.2,83.3,14.7,4,Crítico
2016,11,2016-11-01,Sudeste,ES,Serra,18.5,23.8,13.3,228.3,54.3,32.3,0,Crítico
2016,11,2016-11-01,Sul,PR,Curitiba,25.8,31.8,20.6,180.5,62.9,11.6,3,Alto
2016,11,2016-11-01,Sul,PR,Londrina,26.5,34.0,20.6,68.4,89.7,33.5,2,Alto
2016,11,2016-11-01,Sul,SC,Florianópolis,20.2,26.3,13.2,271.9,79.7,22.3,0,Crítico
2016,11,2016-11-01,Sul,SC,Joinville,29.8,33.7,25.0,130.9,90.5,24.4,3,Crítico
2016,11,2016-11-01,Sul,RS,Porto Alegre,28.5,32.3,21.7,139.8,49.4,18.8,1,Crítico
2016,11,2016-11-01,Sul,RS,Caxias do Sul,22.7,26.9,18.0,108.2,41.0,11.7,2,Médio
2016,12,2016-12-01,Norte,AM,Manaus,33.6,39.9,27.8,82.6,40.3,27.4,3,Baixo
2016,12,2016-12-01,Norte,PA,Belém,21.4,28.2,15.6,105.3,74.8,24.2,2,Médio
2016,12,2016-12-01,Norte,PA,Santarém,23.3,31.1,18.4,35.1,84.6,30.4,3,Médio
2016,12,2016-12-01,Norte,RO,Porto Velho,25.0,31.0,21.3,168.0,78.3,28.1,2,Médio
2016,12,2016-12-01,Norte,TO,Palmas,27.0,32.0,20.7,65.9,95.6,18.6,2,Alto
2016,12,2016-12-01,Nordeste,BA,Salvador,26.1,29.2,22.2,60.3,93.3,32.6,1,Crítico
2016,12,2016-12-01,Nordeste,BA,Feira de Santana,20.3,25.7,15.4,75.6,66.2,18.3,3,Alto
2016,12,2016-12-01,Nordeste,PE,Recife,22.7,26.8,17.0,31.7,58.2,2.6,3,Baixo
2016,12,2016-12-01,Nordeste,PE,Jaboatão dos Guararapes,28.9,34.9,25.7,53.9,84.7,10.6,1,Alto
2016,12,2016-12-01,Nordeste,CE,Fortaleza,25.6,31.0,21.9,165.2,45.9,12.0,4,Crítico
2016,12,2016-12-01,Nordeste,CE,Juazeiro do Norte,22.1,27.6,15.3,31.3,38.7,27.5,2,Crítico
2016,12,2016-12-01,Nordeste,MA,São Luís,24.5,31.8,19.4,108.5,79.6,26.3,4,Baixo
2016,12,2016-12-01,Nordeste,PB,João Pessoa,27.1,34.0,24.1,39.1,75.3,30.8,3,Médio
2016,12,2016-12-01,Centro-Oeste,DF,Brasília,24.6,31.5,20.4,491.5,66.3,2.0,1,Baixo
2016,12,2016-12-01,Centro-Oeste,GO,Goiânia,24.6,31.3,20.1,87.9,43.8,27.3,4,Crítico
2016,12,2016-12-01,Centro-Oeste,GO,Aparecida de Goiânia,25.1,31.4,21.4,32.8,43.6,34.7,3,Alto
2016,12,2016-12-01,Centro-Oeste,MT,Cuiabá,22.2,25.2,18.0,24.1,92.6,30.5,2,Crítico
2016,12,2016-12-01,Centro-Oeste,MS,Campo Grande,34.9,40.8,29.5,189.8,39.5,5.9,0,Alto
2016,12,2016-12-01,Sudeste,SP,São Paulo,29.4,33.3,23.6,75.0,42.3,21.7,2,Crítico
2016,12,2016-12-01,Sudeste,SP,Campinas,30.9,34.5,25.0,163.8,77.9,8.1,0,Crítico
2016,12,2016-12-01,Sudeste,SP,Ribeirão Preto,30.8,36.8,25.3,134.6,78.4,3.5,0,Baixo
2016,12,2016-12-01,Sudeste,RJ,Rio de Janeiro,15.4,23.1,8.9,64.3,45.1,8.5,2,Crítico
2016,12,2016-12-01,Sudeste,RJ,Niterói,16.8,19.9,13.6,37.2,38.1,32.7,1,Alto
2016,12,2016-12-01,Sudeste,RJ,Nova Iguaçu,20.3,27.2,15.0,252.0,42.4,9.1,3,Alto
2016,12,2016-12-01,Sudeste,RJ,Petrópolis,27.8,34.9,23.9,371.1,61.8,21.8,2,Baixo
2016,12,2016-12-01,Sudeste,MG,Belo Horizonte,28.2,33.0,21.3,93.1,92.7,28.4,1,Médio
2016,12,2016-12-01,Sudeste,MG,Uberlândia,25.1,32.6,18.9,31.5,96.5,24.7,1,Crítico
2016,12,2016-12-01,Sudeste,MG,Juiz de Fora,31.8,36.9,27.0,79.4,87.3,33.8,2,Baixo
2016,12,2016-12-01,Sudeste,ES,Vitória,22.3,27.9,19.2,117.4,60.5,26.9,3,Crítico
2016,12,2016-12-01,Sudeste,ES,Vila Velha,20.0,23.1,16.4,272.5,80.4,29.9,0,Alto
2016,12,2016-12-01,Sudeste,ES,Serra,23.8,28.4,16.8,105.8,46.5,20.9,1,Médio
2016,12,2016-12-01,Sul,PR,Curitiba,27.2,34.3,22.1,35.5,43.3,19.3,4,Alto
2016,12,2016-12-01,Sul,PR,Londrina,20.7,24.7,16.9,54.8,61.4,21.9,2,Alto
2016,12,2016-12-01,Sul,SC,Florianópolis,28.5,33.0,25.2,67.5,45.3,11.5,2,Alto
2016,12,2016-12-01,Sul,SC,Joinville,24.1,27.3,18.1,141.1,49.1,16.4,4,Médio
2016,12,2016-12-01,Sul,RS,Porto Alegre,25.9,33.7,19.8,32.7,54.3,6.9,3,Baixo
2016,12,2016-12-01,Sul,RS,Caxias do Sul,25.4,31.7,18.6,70.0,69.7,10.8,4,Alto
2017,1,2017-01-01,Norte,AM,Manaus,26.0,29.7,21.6,198.7,68.7,28.5,0,Médio
2017,1,2017-01-01,Norte,PA,Belém,18.0,23.0,11.5,104.4,87.7,7.4,2,Crítico
2017,1,2017-01-01,Norte,PA,Santarém,18.8,23.6,12.2,73.9,41.2,27.5,0,Crítico
2017,1,2017-01-01,Norte,RO,Porto Velho,23.8,29.0,20.2,123.4,80.4,19.3,3,Baixo
2017,1,2017-01-01,Norte,TO,Palmas,19.8,23.8,16.6,116.0,60.0,5.3,3,Crítico
2017,1,2017-01-01,Nordeste,BA,Salvador,26.7,33.4,19.8,36.3,87.0,32.8,4,Médio
2017,1,2017-01-01,Nordeste,BA,Feira de Santana,28.1,32.7,23.4,51.3,40.3,34.3,2,Baixo
2017,1,2017-01-01,Nordeste,PE,Recife,32.3,39.0,28.4,50.2,62.8,3.0,3,Baixo
2017,1,2017-01-01,Nordeste,PE,Jaboatão dos Guararapes,24.4,31.1,19.0,77.2,82.8,31.8,2,Médio
2017,1,2017-01-01,Nordeste,CE,Fortaleza,23.6,30.6,18.3,192.9,51.8,24.1,1,Baixo
2017,1,2017-01-01,Nordeste,CE,Juazeiro do Norte,25.4,33.1,21.1,71.1,36.7,18.0,0,Médio
2017,1,2017-01-01,Nordeste,MA,São Luís,30.0,36.2,24.8,205.1,67.4,28.4,1,Crítico
2017,1,2017-01-01,Nordeste,PB,João Pessoa,22.1,29.0,15.3,90.8,79.9,6.9,4,Alto
2017,1,2017-01-01,Centro-Oeste,DF,Brasília,19.6,25.4,13.5,123.8,77.9,21.2,2,Baixo
2017,1,2017-01-01,Centro-Oeste,GO,Goiânia,22.0,25.0,17.3,104.7,60.0,28.6,1,Médio
2017,1,2017-01-01,Centro-Oeste,GO,Aparecida de Goiânia,23.1,28.6,19.0,42.9,52.3,5.6,3,Médio
2017,1,2017-01-01,Centro-Oeste,MT,Cuiabá,24.0,30.1,18.6,39.3,39.8,18.8,2,Baixo
2017,1,2017-01-01,Centro-Oeste,MS,Campo Grande,23.0,28.5,18.3,30.4,86.5,27.1,0,Baixo
2017,1,2017-01-01,Sudeste,SP,São Paulo,20.5,27.8,16.0,144.7,66.6,26.3,1,Alto
2017,1,2017-01-01,Sudeste,SP,Campinas,25.3,31.2,18.6,28.1,71.7,31.2,1,Médio
2017,1,2017-01-01,Sudeste,SP,Ribeirão Preto,23.4,28.0,19.4,77.6,43.8,27.9,2,Crítico
2017,1,2017-01-01,Sudeste,RJ,Rio de Janeiro,26.9,30.0,22.2,139.3,91.4,21.5,2,Crítico
2017,1,2017-01-01,Sudeste,RJ,Niterói,21.2,25.1,14.9,53.2,64.1,12.7,3,Baixo
2017,1,2017-01-01,Sudeste,RJ,Nova Iguaçu,24.6,28.3,19.9,89.0,69.9,10.5,3,Baixo
2017,1,2017-01-01,Sudeste,RJ,Petrópolis,21.4,28.7,16.7,245.4,87.7,30.8,2,Médio
2017,1,2017-01-01,Sudeste,MG,Belo Horizonte,22.4,25.5,19.2,126.5,96.1,3.7,1,Crítico
2017,1,2017-01-01,Sudeste,MG,Uberlândia,25.1,30.6,19.5,69.1,91.4,3.7,3,Alto
2017,1,2017-01-01,Sudeste,MG,Juiz de Fora,27.6,34.3,21.8,59.9,78.1,4.1,2,Alto
2017,1,2017-01-01,Sudeste,ES,Vitória,24.6,28.4,21.2,69.0,38.3,22.0,1,Médio
2017,1,2017-01-01,Sudeste,ES,Vila Velha,23.7,28.7,17.4,152.7,61.3,34.6,2,Baixo
2017,1,2017-01-01,Sudeste,ES,Serra,23.6,28.0,17.6,88.0,36.5,2.4,7,Médio
2017,1,2017-01-01,Sul,PR,Curitiba,31.6,36.6,28.4,74.0,87.1,9.0,3,Baixo
2017,1,2017-01-01,Sul,PR,Londrina,21.8,27.3,16.2,154.5,56.3,15.9,1,Alto
2017,1,2017-01-01,Sul,SC,Florianópolis,23.8,28.1,17.4,30.1,71.7,27.1,3,Alto
2017,1,2017-01-01,Sul,SC,Joinville,31.0,38.6,24.8,41.7,79.0,22.4,3,Médio
2017,1,2017-01-01,Sul,RS,Porto Alegre,18.9,24.2,13.7,46.5,65.4,20.1,1,Alto
